====================================================================================================
HERMANILAND FOOTBALL DRAFT GAME - PLAYER DATABASE
Complete roster of 7500 professional players from all eras
====================================================================================================

SOURCES:
- Football Legends (506 players from all eras)
- Champions League & Copa Libertadores (last 20 years, 319 players)
- World Cup squads (2006-2022, 499 players)
- Variants generated to reach 7500 total

POSITION DISTRIBUTION:
  CAM: 1000 ( 13.3%)
  CB:  667 (  8.9%)
  CDM: 1000 ( 13.3%)
  CM: 1000 ( 13.3%)
  GK:  502 (  6.7%)
  LB:  667 (  8.9%)
  LW:  998 ( 13.3%)
  RB:  668 (  8.9%)
  ST:  998 ( 13.3%)

====================================================================================================
COMPLETE PLAYER ROSTER
====================================================================================================

   1. Andres Iniesta                      | LB  | 2022 | SPD:83 DRB:77 SHO:58 DEF:92 PHY:77 IQ:89 | Napoli
4358. Sergio Aguero #6                    | LB  | 2010 | SPD:86 DRB:61 SHO:65 DEF:98 PHY:78 IQ:89 | Chelsea
4359. Pascal Groß #6                      | ST  | 2022 | SPD:91 DRB:86 SHO:95 DEF:28 PHY:78 IQ:85 | Inter Milan
4360. Andy Cole #6                        | RB  | 2022 | SPD:79 DRB:72 SHO:65 DEF:98 PHY:87 IQ:80 | Bayern Munich
4361. Jorge Valdano #6                    | CDM | 2014 | SPD:78 DRB:70 SHO:70 DEF:73 PHY:75 IQ:78 | Paris SG
4362. Willy Sagnol #6                     | CM  | 2010 | SPD:81 DRB:79 SHO:80 DEF:63 PHY:80 IQ:85 | Liverpool
4363. Tagliafico Nicolás #6               | ST  | 2022 | SPD:92 DRB:84 SHO:82 DEF:36 PHY:92 IQ:98 | Barcelona
4364. Juan Foyth #6                       | CDM | 2014 | SPD:92 DRB:74 SHO:77 DEF:75 PHY:88 IQ:89 | Bayern Munich
4365. Luis Garcia #6                      | CM  | 2006 | SPD:92 DRB:91 SHO:66 DEF:67 PHY:75 IQ:82 | Napoli
4366. Dani Alves #6                       | ST  | 2010 | SPD:83 DRB:75 SHO:92 DEF:59 PHY:79 IQ:88 | Chelsea
4367. Dejan Stankovic #6                  | RB  | 2006 | SPD:85 DRB:79 SHO:68 DEF:97 PHY:78 IQ:85 | Juventus
4368. Valeriy Lobanovskyi #6              | CM  | 2018 | SPD:86 DRB:72 SHO:70 DEF:69 PHY:75 IQ:80 | Liverpool
4369. Ibarra Jairo #6                     | RB  | 2022 | SPD:85 DRB:73 SHO:57 DEF:92 PHY:97 IQ:81 | Napoli
4370. Ronald de Boer #6                   | LB  | 2022 | SPD:84 DRB:80 SHO:62 DEF:86 PHY:84 IQ:90 | Barcelona
4371. Fabinho #6                          | ST  | 2010 | SPD:90 DRB:85 SHO:95 DEF:48 PHY:85 IQ:88 | Chelsea
4372. Peter Shilton #6                    | CM  | 2010 | SPD:93 DRB:71 SHO:77 DEF:65 PHY:88 IQ:92 | Manchester United
4373. Sadio Mané #6                       | CAM | 2006 | SPD:82 DRB:71 SHO:69 DEF:81 PHY:80 IQ:78 | Inter Milan
4374. Graeme Souness #6                   | ST  | 2010 | SPD:96 DRB:87 SHO:94 DEF:46 PHY:88 IQ:84 | Chelsea
4375. Diego Maradona #6                   | GK  | 2018 | SPD:75 DRB:48 SHO:21 DEF:91 PHY:98 IQ:92 | Napoli
4376. Nacho Fernández #6                  | CM  | 2010 | SPD:85 DRB:88 SHO:87 DEF:64 PHY:82 IQ:86 | Paris SG
4377. Paulo Dybala #6                     | CDM | 2018 | SPD:85 DRB:74 SHO:84 DEF:81 PHY:98 IQ:93 | Juventus
4378. Sami Nasri #6                       | LB  | 2018 | SPD:80 DRB:70 SHO:67 DEF:93 PHY:83 IQ:86 | Inter Milan
4379. Neymar Jr #6                        | CAM | 2010 | SPD:79 DRB:86 SHO:71 DEF:74 PHY:83 IQ:97 | Manchester United
4380. Paul Scholes #6                     | RB  | 2010 | SPD:83 DRB:66 SHO:63 DEF:97 PHY:92 IQ:82 | Inter Milan
4381. Guido Rodríguez #6                  | RB  | 2018 | SPD:83 DRB:68 SHO:63 DEF:97 PHY:86 IQ:85 | Napoli
4382. Gianluigi Buffon #6                 | LB  | 2006 | SPD:79 DRB:68 SHO:49 DEF:85 PHY:92 IQ:87 | Bayern Munich
4383. Neymar #6                           | LW  | 2010 | SPD:88 DRB:76 SHO:82 DEF:52 PHY:75 IQ:80 | Barcelona
4384. Andriy Shevchenko #6                | CB  | 2006 | SPD:80 DRB:60 SHO:65 DEF:99 PHY:96 IQ:95 | Liverpool
4385. Granit Xhaka #6                     | ST  | 2006 | SPD:90 DRB:83 SHO:95 DEF:46 PHY:92 IQ:89 | Real Madrid
4386. N'Golo Kanté #6                     | LB  | 2018 | SPD:87 DRB:66 SHO:57 DEF:96 PHY:98 IQ:93 | Inter Milan
4387. Yasuhito Endo #6                    | CM  | 2006 | SPD:94 DRB:85 SHO:86 DEF:81 PHY:76 IQ:82 | Arsenal
4388. Stelios Malezas #6                  | ST  | 2018 | SPD:93 DRB:80 SHO:96 DEF:48 PHY:76 IQ:91 | Paris SG
4389. Michael Owen #6                     | CM  | 2018 | SPD:86 DRB:77 SHO:88 DEF:74 PHY:76 IQ:85 | Manchester United
4390. Luis Diaz #6                        | CAM | 2010 | SPD:88 DRB:72 SHO:82 DEF:76 PHY:96 IQ:85 | Real Madrid
4391. Maicon #6                           | CAM | 2010 | SPD:82 DRB:74 SHO:81 DEF:77 PHY:93 IQ:97 | Chelsea
4392. Ivan Rakitic #6                     | LW  | 2022 | SPD:93 DRB:77 SHO:85 DEF:52 PHY:78 IQ:95 | Real Madrid
4393. Jackie Charlton #6                  | LW  | 2010 | SPD:91 DRB:93 SHO:97 DEF:33 PHY:95 IQ:90 | Paris SG
4394. Stéphane Guivarc'h #6               | GK  | 2018 | SPD:75 DRB:32 SHO:33 DEF:89 PHY:96 IQ:88 | Arsenal
4395. Pablo Sarabia #6                    | RB  | 2022 | SPD:90 DRB:77 SHO:65 DEF:85 PHY:83 IQ:92 | Napoli
4396. Nemanja Vidic #6                    | GK  | 2010 | SPD:78 DRB:35 SHO:32 DEF:99 PHY:95 IQ:94 | AC Milan
4397. Xavi Simons #6                      | CB  | 2006 | SPD:82 DRB:62 SHO:65 DEF:96 PHY:87 IQ:97 | Paris SG
4398. Ian Callaghan #6                    | CAM | 2006 | SPD:93 DRB:89 SHO:79 DEF:61 PHY:98 IQ:81 | Paris SG
4399. Adriano Correia #6                  | CM  | 2014 | SPD:94 DRB:81 SHO:69 DEF:73 PHY:80 IQ:86 | AC Milan
4400. Mateja Kežman #6                    | CM  | 2018 | SPD:82 DRB:80 SHO:81 DEF:64 PHY:95 IQ:88 | Liverpool
4401. Olivier Giroud #6                   | CB  | 2018 | SPD:83 DRB:65 SHO:64 DEF:91 PHY:83 IQ:90 | Paris SG
4402. Lúcio #6                            | LW  | 2014 | SPD:93 DRB:78 SHO:83 DEF:58 PHY:97 IQ:90 | Liverpool
4403. Franco Baresi #6                    | CDM | 2018 | SPD:84 DRB:90 SHO:81 DEF:85 PHY:81 IQ:78 | Liverpool
4404. Gio de Arrascaeta #6                | LB  | 2010 | SPD:86 DRB:76 SHO:45 DEF:85 PHY:98 IQ:80 | Napoli
4405. Pedro #6                            | ST  | 2006 | SPD:96 DRB:79 SHO:83 DEF:39 PHY:84 IQ:93 | Arsenal
4406. Karel Poborský #6                   | LW  | 2014 | SPD:93 DRB:79 SHO:82 DEF:25 PHY:98 IQ:81 | Napoli
4407. Arturo Vidal #6                     | GK  | 2014 | SPD:72 DRB:38 SHO:22 DEF:97 PHY:76 IQ:83 | Barcelona
4408. Srdjan Babić #6                     | CDM | 2014 | SPD:84 DRB:76 SHO:84 DEF:68 PHY:86 IQ:84 | Arsenal
4409. Peter Schmeichel #6                 | CDM | 2010 | SPD:92 DRB:80 SHO:83 DEF:65 PHY:98 IQ:79 | Bayern Munich
4410. Jay-Jay Okocha #6                   | LB  | 2006 | SPD:80 DRB:62 SHO:45 DEF:85 PHY:97 IQ:92 | Inter Milan
4411. Gerard Piqué #6                     | CDM | 2014 | SPD:90 DRB:70 SHO:67 DEF:65 PHY:95 IQ:92 | Chelsea
4412. André Schürrle #6                   | ST  | 2014 | SPD:82 DRB:88 SHO:84 DEF:58 PHY:84 IQ:96 | Arsenal
4413. Johan Cruyff #6                     | ST  | 2010 | SPD:89 DRB:86 SHO:93 DEF:54 PHY:80 IQ:90 | Manchester United
4414. Paul Pogba #6                       | CAM | 2018 | SPD:93 DRB:75 SHO:84 DEF:62 PHY:78 IQ:94 | Barcelona
4415. Gianni Rivera #6                    | LB  | 2022 | SPD:88 DRB:69 SHO:66 DEF:88 PHY:79 IQ:87 | Paris SG
4416. Juan Cuadrado #6                    | CAM | 2010 | SPD:78 DRB:70 SHO:71 DEF:66 PHY:95 IQ:94 | Manchester United
4417. Helder Postiga #6                   | ST  | 2022 | SPD:83 DRB:78 SHO:94 DEF:57 PHY:78 IQ:94 | Inter Milan
4418. Christoph Kramer #6                 | LB  | 2018 | SPD:77 DRB:66 SHO:57 DEF:89 PHY:80 IQ:89 | Chelsea
4419. Hidetoshi Nakata #6                 | LB  | 2014 | SPD:80 DRB:73 SHO:68 DEF:85 PHY:80 IQ:82 | Napoli
4420. Rafael van der Vaart #6             | LB  | 2022 | SPD:83 DRB:68 SHO:61 DEF:93 PHY:91 IQ:97 | Bayern Munich
4421. Nicolas Otamendi #6                 | CDM | 2006 | SPD:94 DRB:84 SHO:80 DEF:81 PHY:85 IQ:79 | Barcelona
4422. Sokratis #6                         | CB  | 2006 | SPD:79 DRB:66 SHO:56 DEF:90 PHY:84 IQ:97 | Paris SG
4423. Fred #6                             | CAM | 2010 | SPD:81 DRB:82 SHO:71 DEF:62 PHY:96 IQ:89 | Juventus
4424. Leandro Paredes #6                  | CM  | 2014 | SPD:94 DRB:78 SHO:87 DEF:75 PHY:93 IQ:94 | Manchester United
4425. Gerard Pique #6                     | CAM | 2010 | SPD:93 DRB:76 SHO:69 DEF:75 PHY:77 IQ:79 | Paris SG
4426. Seydou Doumbia #6                   | LB  | 2014 | SPD:78 DRB:65 SHO:65 DEF:85 PHY:79 IQ:89 | Juventus
4427. Fabio Cannavaro #6                  | ST  | 2010 | SPD:84 DRB:92 SHO:89 DEF:50 PHY:88 IQ:91 | AC Milan
4428. Igor Akinfeev #6                    | RB  | 2006 | SPD:90 DRB:62 SHO:56 DEF:88 PHY:98 IQ:90 | Manchester United
4429. Yuriel Celi #6                      | LW  | 2018 | SPD:90 DRB:75 SHO:95 DEF:59 PHY:81 IQ:83 | AC Milan
4430. Stéphane Charbonnier #6             | ST  | 2014 | SPD:91 DRB:89 SHO:91 DEF:32 PHY:76 IQ:88 | Paris SG
4431. Benedikt Höwedes #6                 | CDM | 2014 | SPD:90 DRB:86 SHO:65 DEF:77 PHY:84 IQ:84 | Arsenal
4432. Ronaldinho #6                       | CDM | 2014 | SPD:84 DRB:90 SHO:71 DEF:85 PHY:82 IQ:79 | Arsenal
4433. Vinicius Jr #6                      | CM  | 2014 | SPD:80 DRB:91 SHO:70 DEF:68 PHY:94 IQ:83 | Manchester United
4434. Nahuel Molina #6                    | CM  | 2022 | SPD:83 DRB:78 SHO:70 DEF:62 PHY:87 IQ:87 | Arsenal
4435. Ronaldo #6                          | CDM | 2018 | SPD:88 DRB:90 SHO:70 DEF:82 PHY:96 IQ:79 | AC Milan
4436. Álvaro Arbeloa #6                   | RB  | 2014 | SPD:90 DRB:66 SHO:61 DEF:86 PHY:77 IQ:83 | Inter Milan
4437. Julián Álvarez #6                   | CDM | 2018 | SPD:79 DRB:84 SHO:76 DEF:77 PHY:79 IQ:86 | Juventus
4438. Giorgios Karagounis #6              | RB  | 2010 | SPD:85 DRB:66 SHO:47 DEF:98 PHY:91 IQ:82 | Liverpool
4439. Juan Fernando Quintero #6           | LW  | 2006 | SPD:88 DRB:83 SHO:84 DEF:32 PHY:86 IQ:79 | Manchester United
4440. Antoine Griezmann #6                | CDM | 2022 | SPD:93 DRB:91 SHO:78 DEF:74 PHY:91 IQ:93 | Real Madrid
4441. Abedi Pelé #6                       | LW  | 2006 | SPD:93 DRB:81 SHO:88 DEF:46 PHY:92 IQ:84 | Arsenal
4442. Lilian Thuram #6                    | GK  | 2014 | SPD:71 DRB:47 SHO:27 DEF:95 PHY:77 IQ:88 | Real Madrid
4443. Andy Robertson #6                   | ST  | 2006 | SPD:86 DRB:95 SHO:95 DEF:32 PHY:84 IQ:96 | Inter Milan
4444. Ruben Riquelme #6                   | CDM | 2006 | SPD:79 DRB:79 SHO:78 DEF:77 PHY:76 IQ:96 | Paris SG
4445. Salif Keita #6                      | CDM | 2018 | SPD:80 DRB:88 SHO:68 DEF:66 PHY:88 IQ:86 | Chelsea
4446. Xherdan Shaqiri #6                  | CAM | 2014 | SPD:86 DRB:85 SHO:83 DEF:63 PHY:77 IQ:98 | Paris SG
4447. Juan Pablo Sorin #6                 | CB  | 2014 | SPD:82 DRB:77 SHO:61 DEF:86 PHY:86 IQ:92 | Manchester United
4448. Patrice Evra #6                     | CB  | 2014 | SPD:78 DRB:73 SHO:55 DEF:86 PHY:88 IQ:79 | Inter Milan
4449. Savo Milosevic #6                   | RB  | 2006 | SPD:84 DRB:70 SHO:57 DEF:92 PHY:81 IQ:84 | Napoli
4450. Pantelis Kafes #6                   | ST  | 2022 | SPD:92 DRB:83 SHO:85 DEF:55 PHY:86 IQ:98 | Real Madrid
4451. Gonçalo Inácio #6                   | CDM | 2014 | SPD:92 DRB:91 SHO:77 DEF:68 PHY:80 IQ:96 | Inter Milan
4452. Mikael Silvestre #6                 | CB  | 2022 | SPD:85 DRB:65 SHO:54 DEF:86 PHY:88 IQ:89 | Manchester United
4453. Ben Chilwell #6                     | CAM | 2006 | SPD:81 DRB:79 SHO:65 DEF:62 PHY:94 IQ:82 | Barcelona
4454. Sergio Busquets #6                  | RB  | 2018 | SPD:88 DRB:61 SHO:58 DEF:92 PHY:92 IQ:86 | Manchester United
4455. Vieira Patrick #6                   | CDM | 2014 | SPD:84 DRB:82 SHO:73 DEF:69 PHY:86 IQ:86 | Arsenal
4456. González Higuaín #6                 | ST  | 2014 | SPD:94 DRB:80 SHO:88 DEF:27 PHY:89 IQ:93 | Chelsea
4457. Lisandro Martinez #6                | ST  | 2006 | SPD:96 DRB:85 SHO:87 DEF:36 PHY:78 IQ:93 | Real Madrid
4458. Alex Valdivia #6                    | RB  | 2010 | SPD:89 DRB:80 SHO:64 DEF:86 PHY:98 IQ:97 | Chelsea
4459. Jan Krejčí #6                       | RB  | 2014 | SPD:90 DRB:65 SHO:69 DEF:90 PHY:76 IQ:90 | Chelsea
4460. John Toshack #6                     | ST  | 2022 | SPD:85 DRB:94 SHO:88 DEF:44 PHY:83 IQ:91 | Paris SG
4461. Éric Abidal #6                      | CAM | 2006 | SPD:80 DRB:75 SHO:68 DEF:70 PHY:79 IQ:96 | Arsenal
4462. Ernst Happel #6                     | RB  | 2018 | SPD:81 DRB:60 SHO:46 DEF:86 PHY:98 IQ:97 | Arsenal
4463. Sami Khedira #6                     | CAM | 2010 | SPD:81 DRB:72 SHO:77 DEF:77 PHY:78 IQ:88 | Napoli
4464. Bentaleb Nacho #6                   | CM  | 2014 | SPD:86 DRB:85 SHO:74 DEF:68 PHY:87 IQ:96 | Manchester United
4465. Frank de Boer #6                    | CM  | 2022 | SPD:78 DRB:79 SHO:75 DEF:80 PHY:94 IQ:91 | Barcelona
4466. Álvaro Recoba #6                    | RB  | 2006 | SPD:90 DRB:69 SHO:58 DEF:98 PHY:79 IQ:80 | Manchester United
4467. Müller Thomas #6                    | CDM | 2014 | SPD:86 DRB:81 SHO:72 DEF:66 PHY:91 IQ:97 | Bayern Munich
4468. Jorge Carrascal #6                  | CAM | 2014 | SPD:92 DRB:80 SHO:88 DEF:77 PHY:93 IQ:93 | AC Milan
4469. Jorginho #6                         | RB  | 2018 | SPD:82 DRB:76 SHO:60 DEF:97 PHY:92 IQ:81 | Arsenal
4470. Gomez Ricardo #6                    | ST  | 2014 | SPD:94 DRB:94 SHO:87 DEF:41 PHY:80 IQ:85 | AC Milan
4471. Javi Martínez #6                    | CM  | 2018 | SPD:81 DRB:78 SHO:71 DEF:74 PHY:86 IQ:83 | Manchester United
4472. Rodrigo Moreno #6                   | RB  | 2022 | SPD:84 DRB:67 SHO:56 DEF:94 PHY:90 IQ:83 | Chelsea
4473. Ruud Gullit #6                      | CAM | 2006 | SPD:92 DRB:84 SHO:65 DEF:69 PHY:94 IQ:80 | Bayern Munich
4474. Jesús Navas #6                      | CAM | 2018 | SPD:81 DRB:70 SHO:79 DEF:73 PHY:98 IQ:90 | Paris SG
4475. Paul Breitner #6                    | CAM | 2022 | SPD:78 DRB:75 SHO:80 DEF:71 PHY:76 IQ:85 | Arsenal
4476. Robert Lewandowski #6               | RB  | 2022 | SPD:90 DRB:62 SHO:56 DEF:88 PHY:84 IQ:96 | Manchester United
4477. Jamal Musiala #6                    | CB  | 2014 | SPD:79 DRB:74 SHO:64 DEF:87 PHY:79 IQ:84 | Napoli
4478. Vassilis Torosidis #6               | LB  | 2014 | SPD:84 DRB:71 SHO:58 DEF:87 PHY:85 IQ:92 | Real Madrid
4479. Mbappé Kylian #6                    | LB  | 2022 | SPD:89 DRB:70 SHO:47 DEF:94 PHY:89 IQ:93 | Chelsea
4480. Cesc Fàbregas #6                    | RB  | 2010 | SPD:76 DRB:60 SHO:52 DEF:86 PHY:88 IQ:81 | Juventus
4481. Nemanja Matić #6                    | ST  | 2010 | SPD:89 DRB:94 SHO:83 DEF:29 PHY:90 IQ:81 | Chelsea
4482. Thibault Courtois #6                | GK  | 2018 | SPD:79 DRB:35 SHO:42 DEF:95 PHY:91 IQ:80 | Napoli
4483. Pauleta #6                          | CDM | 2010 | SPD:93 DRB:88 SHO:80 DEF:64 PHY:93 IQ:96 | Real Madrid
4484. Hernán Crespo #6                    | CM  | 2010 | SPD:94 DRB:70 SHO:87 DEF:85 PHY:87 IQ:84 | Real Madrid
4485. Carlos Puyol #6                     | CB  | 2006 | SPD:75 DRB:80 SHO:64 DEF:89 PHY:79 IQ:81 | Barcelona
4486. Kazuyoshi Miura #6                  | CAM | 2006 | SPD:85 DRB:80 SHO:74 DEF:67 PHY:76 IQ:97 | Liverpool
4487. Yacine Brahimi #6                   | LW  | 2014 | SPD:82 DRB:90 SHO:91 DEF:53 PHY:80 IQ:97 | Paris SG
4488. Dwight Yorke #6                     | CDM | 2018 | SPD:90 DRB:74 SHO:77 DEF:81 PHY:81 IQ:89 | Juventus
4489. DaMarcus Beasley #6                 | CM  | 2014 | SPD:92 DRB:75 SHO:73 DEF:75 PHY:87 IQ:81 | Inter Milan
4490. Mark González #6                    | CM  | 2006 | SPD:80 DRB:72 SHO:66 DEF:85 PHY:85 IQ:81 | Paris SG
4491. Boban Marjanovic #6                 | CAM | 2022 | SPD:85 DRB:78 SHO:85 DEF:64 PHY:80 IQ:84 | Liverpool
4492. Javier Ramales #6                   | CB  | 2010 | SPD:77 DRB:74 SHO:59 DEF:86 PHY:82 IQ:97 | Arsenal
4493. Sérgio Ramos #6                     | LW  | 2022 | SPD:95 DRB:77 SHO:96 DEF:42 PHY:95 IQ:85 | Bayern Munich
4494. Mohamed Salah #6                    | ST  | 2010 | SPD:90 DRB:86 SHO:85 DEF:47 PHY:96 IQ:81 | Inter Milan
4495. Quinton Fortune #6                  | LB  | 2014 | SPD:87 DRB:73 SHO:53 DEF:92 PHY:89 IQ:96 | Arsenal
4496. Claude Makele #6                    | LB  | 2014 | SPD:76 DRB:67 SHO:57 DEF:91 PHY:89 IQ:80 | Juventus
4497. Cicinho #6                          | LW  | 2022 | SPD:87 DRB:76 SHO:92 DEF:41 PHY:79 IQ:81 | Juventus
4498. Yoann Gourcuff #6                   | CDM | 2022 | SPD:81 DRB:83 SHO:75 DEF:82 PHY:80 IQ:80 | Juventus
4499. Michel Platini #6                   | CM  | 2022 | SPD:86 DRB:92 SHO:71 DEF:77 PHY:81 IQ:96 | Barcelona
4500. Kevin De Bruyne #6                  | LB  | 2018 | SPD:88 DRB:65 SHO:46 DEF:97 PHY:77 IQ:79 | Chelsea
4501. Juan Pablo Sorín #6                 | CB  | 2014 | SPD:87 DRB:62 SHO:49 DEF:89 PHY:94 IQ:88 | Paris SG
4502. Emanuel Mammana #6                  | CB  | 2018 | SPD:90 DRB:73 SHO:45 DEF:96 PHY:82 IQ:88 | AC Milan
4503. Mario Mandžukić #6                  | ST  | 2014 | SPD:83 DRB:85 SHO:84 DEF:56 PHY:75 IQ:89 | Real Madrid
4504. Diogo Jota #6                       | CDM | 2010 | SPD:88 DRB:88 SHO:68 DEF:64 PHY:84 IQ:90 | Barcelona
4505. Bojan Djordjic #6                   | LB  | 2006 | SPD:78 DRB:69 SHO:66 DEF:92 PHY:79 IQ:92 | Arsenal
4506. Gerd Müller #6                      | LW  | 2006 | SPD:86 DRB:77 SHO:89 DEF:38 PHY:85 IQ:92 | Barcelona
4507. Rúben Neves #6                      | LB  | 2022 | SPD:84 DRB:68 SHO:60 DEF:88 PHY:96 IQ:90 | Chelsea
4508. Gavi #6                             | LW  | 2014 | SPD:90 DRB:89 SHO:84 DEF:56 PHY:93 IQ:81 | Real Madrid
4509. Johan Neeskens #6                   | ST  | 2014 | SPD:96 DRB:90 SHO:85 DEF:50 PHY:85 IQ:78 | Paris SG
4510. Luis Nani #6                        | CDM | 2022 | SPD:89 DRB:78 SHO:65 DEF:66 PHY:82 IQ:82 | Paris SG
4511. Ezequiel Lavezzi #6                 | LB  | 2014 | SPD:79 DRB:67 SHO:66 DEF:86 PHY:77 IQ:96 | Juventus
4512. Javier Pastore #6                   | LW  | 2022 | SPD:85 DRB:78 SHO:94 DEF:43 PHY:93 IQ:97 | Juventus
4513. Raí #6                              | CM  | 2018 | SPD:82 DRB:92 SHO:69 DEF:85 PHY:90 IQ:81 | Inter Milan
4514. Nigel de Jong #6                    | LW  | 2010 | SPD:92 DRB:77 SHO:88 DEF:35 PHY:85 IQ:95 | Chelsea
4515. Bobby Moore #6                      | RB  | 2018 | SPD:78 DRB:69 SHO:49 DEF:87 PHY:87 IQ:87 | Chelsea
4516. Peter Čech #6                       | CDM | 2022 | SPD:94 DRB:86 SHO:67 DEF:69 PHY:94 IQ:81 | Barcelona
4517. Stanley Matthews #6                 | CAM | 2010 | SPD:90 DRB:75 SHO:83 DEF:79 PHY:76 IQ:89 | AC Milan
4518. Juan Roman Riquelme #6              | CDM | 2006 | SPD:83 DRB:75 SHO:82 DEF:79 PHY:89 IQ:80 | Real Madrid
4519. Kenny Dalglish #6                   | GK  | 2006 | SPD:78 DRB:50 SHO:29 DEF:89 PHY:81 IQ:93 | Inter Milan
4520. Samuel Eto'o #6                     | LB  | 2014 | SPD:75 DRB:79 SHO:60 DEF:85 PHY:83 IQ:91 | Inter Milan
4521. Diego Milito #6                     | CAM | 2006 | SPD:92 DRB:77 SHO:66 DEF:71 PHY:80 IQ:98 | AC Milan
4522. Giorgos Samaras #6                  | CDM | 2010 | SPD:90 DRB:87 SHO:81 DEF:60 PHY:91 IQ:84 | Bayern Munich
4523. Cristian Benavente #6               | CB  | 2010 | SPD:86 DRB:61 SHO:53 DEF:99 PHY:97 IQ:78 | Juventus
4524. Darko Kovacevic #6                  | GK  | 2018 | SPD:79 DRB:35 SHO:43 DEF:94 PHY:85 IQ:95 | Liverpool
4525. Héctor Enrique #6                   | LB  | 2018 | SPD:75 DRB:62 SHO:68 DEF:97 PHY:89 IQ:83 | Bayern Munich
4526. Alberto Gilardino #6                | CAM | 2006 | SPD:89 DRB:74 SHO:82 DEF:70 PHY:89 IQ:83 | Chelsea
4527. Pelé Abedi #6                       | LW  | 2018 | SPD:84 DRB:77 SHO:86 DEF:60 PHY:94 IQ:86 | Arsenal
4528. Ashley Cole #6                      | LW  | 2022 | SPD:92 DRB:78 SHO:93 DEF:42 PHY:83 IQ:89 | Bayern Munich
4529. Mickaël Silvestre #6                | CB  | 2018 | SPD:84 DRB:67 SHO:59 DEF:85 PHY:81 IQ:88 | Napoli
4530. Andres Iniesta #7                   | CB  | 2022 | SPD:90 DRB:72 SHO:69 DEF:94 PHY:94 IQ:90 | Napoli
4531. Milla Roger #7                      | LB  | 2014 | SPD:87 DRB:70 SHO:60 DEF:86 PHY:80 IQ:95 | Chelsea
4532. Maradona Diego #7                   | ST  | 2018 | SPD:91 DRB:86 SHO:97 DEF:42 PHY:92 IQ:85 | Manchester United
4533. Maarten Stekelenburg #7             | CM  | 2006 | SPD:91 DRB:80 SHO:76 DEF:67 PHY:86 IQ:94 | Napoli
4534. Eder Militao #7                     | CDM | 2014 | SPD:83 DRB:82 SHO:75 DEF:74 PHY:75 IQ:78 | Real Madrid
4535. Ryan Giggs #7                       | LB  | 2010 | SPD:84 DRB:80 SHO:68 DEF:96 PHY:93 IQ:83 | Manchester United
4536. Raphaël Varane #7                   | LB  | 2006 | SPD:86 DRB:63 SHO:60 DEF:94 PHY:87 IQ:80 | Napoli
4537. Bobby Charlton #7                   | CM  | 2022 | SPD:89 DRB:73 SHO:79 DEF:64 PHY:97 IQ:97 | AC Milan
4538. Edwin van der Sar #7                | LW  | 2022 | SPD:83 DRB:93 SHO:93 DEF:50 PHY:82 IQ:86 | Chelsea
4539. Dimitri Payet #7                    | CM  | 2014 | SPD:89 DRB:81 SHO:88 DEF:79 PHY:76 IQ:83 | Liverpool
4540. Kylian Mbappé #7                    | LB  | 2006 | SPD:79 DRB:63 SHO:67 DEF:85 PHY:92 IQ:92 | AC Milan
4541. Javi Martinez #7                    | ST  | 2018 | SPD:82 DRB:93 SHO:83 DEF:51 PHY:77 IQ:79 | Real Madrid
4542. Bruno Guimaraes #7                  | ST  | 2014 | SPD:82 DRB:89 SHO:94 DEF:60 PHY:82 IQ:79 | Chelsea
4543. Abdessalem Ayouni #7                | CAM | 2022 | SPD:87 DRB:86 SHO:71 DEF:68 PHY:94 IQ:83 | Napoli
4544. Jimmy Greaves #7                    | LW  | 2018 | SPD:82 DRB:79 SHO:93 DEF:51 PHY:85 IQ:98 | Inter Milan
4545. Antony #7                           | CDM | 2010 | SPD:92 DRB:80 SHO:80 DEF:81 PHY:75 IQ:83 | Real Madrid
4546. Ilkay Gündogan #7                   | CAM | 2018 | SPD:83 DRB:74 SHO:74 DEF:72 PHY:87 IQ:82 | Bayern Munich
4547. Didier Drogba #7                    | CM  | 2018 | SPD:80 DRB:88 SHO:78 DEF:73 PHY:88 IQ:79 | Napoli
4548. Cesc Fabregas #7                    | CB  | 2010 | SPD:76 DRB:78 SHO:47 DEF:91 PHY:76 IQ:82 | Napoli
4549. Branislav Ivanovic #7               | CB  | 2022 | SPD:75 DRB:67 SHO:64 DEF:94 PHY:96 IQ:90 | Bayern Munich
4550. Miguel Borja #7                     | CDM | 2014 | SPD:89 DRB:84 SHO:68 DEF:83 PHY:95 IQ:88 | Manchester United
4551. Teddy Sheringham #7                 | ST  | 2014 | SPD:89 DRB:91 SHO:87 DEF:50 PHY:96 IQ:96 | Arsenal
4552. Alejandro Garnacho #7               | LW  | 2010 | SPD:88 DRB:78 SHO:84 DEF:46 PHY:94 IQ:92 | Real Madrid
4553. Éver Banega #7                      | CDM | 2010 | SPD:83 DRB:86 SHO:68 DEF:69 PHY:80 IQ:89 | AC Milan
4554. Richarlison #7                      | ST  | 2014 | SPD:84 DRB:87 SHO:83 DEF:27 PHY:94 IQ:93 | Juventus
4555. Lukas Podolski #7                   | LW  | 2006 | SPD:82 DRB:91 SHO:86 DEF:42 PHY:92 IQ:94 | Real Madrid
4556. Enzo Fernández #7                   | LW  | 2006 | SPD:84 DRB:81 SHO:96 DEF:35 PHY:80 IQ:87 | Real Madrid
